real	0m0.132s
real	0m0.125s
real	0m0.112s
real	0m0.129s
real	0m0.139s
real	0m0.126s
real	0m0.120s
real	0m0.125s
real	0m0.107s
real	0m0.129s
real	0m0.145s
real	0m0.115s
real	0m0.122s
real	0m0.116s
real	0m0.150s
real	0m0.152s
real	0m0.164s
real	0m0.167s
real	0m0.183s
real	0m0.195s
real	0m0.257s
real	0m0.165s
real	0m0.167s
real	0m0.154s
real	0m0.156s
real	0m0.152s
real	0m0.151s
real	0m0.202s
real	0m0.171s
real	0m0.142s
real	0m0.148s
real	0m0.158s
real	0m0.192s
real	0m0.172s
real	0m0.161s
real	0m0.145s
real	0m0.137s
real	0m0.129s
real	0m0.140s
real	0m0.189s
real	0m0.178s
real	0m0.229s
real	0m0.158s
real	0m0.151s
real	0m0.149s
real	0m0.139s
real	0m0.184s
real	0m0.198s
real	0m0.139s
real	0m0.148s
real	0m0.174s
real	0m0.152s
real	0m0.162s
real	0m0.214s
real	0m0.154s
real	0m0.157s
real	0m0.150s
real	0m0.162s
real	0m0.188s
real	0m0.165s
real	0m0.168s
real	0m0.130s
real	0m0.144s
real	0m0.164s
real	0m0.147s
real	0m0.153s
real	0m0.160s
real	0m0.158s
real	0m0.147s
real	0m0.149s
real	0m0.227s
real	0m0.187s
real	0m0.166s
real	0m0.204s
real	0m0.182s
real	0m0.178s
real	0m0.195s
real	0m0.169s
real	0m0.213s
real	0m0.159s
real	0m0.155s
real	0m0.152s
real	0m0.176s
real	0m0.155s
real	0m0.148s
real	0m0.139s
real	0m0.135s
real	0m0.162s
real	0m0.175s
real	0m0.149s
real	0m0.145s
real	0m0.161s
real	0m0.150s
real	0m0.199s
real	0m0.200s
real	0m0.201s
real	0m0.166s
real	0m0.173s
real	0m0.139s
real	0m0.162s
