real	0m0.139s
real	0m0.126s
real	0m0.111s
real	0m0.125s
real	0m0.147s
real	0m0.130s
real	0m0.115s
real	0m0.121s
real	0m0.112s
real	0m0.129s
real	0m0.146s
real	0m0.116s
real	0m0.113s
real	0m0.120s
real	0m0.150s
real	0m0.159s
real	0m0.165s
real	0m0.167s
real	0m0.184s
real	0m0.187s
real	0m0.187s
real	0m0.165s
real	0m0.147s
real	0m0.141s
real	0m0.149s
real	0m0.147s
real	0m0.134s
real	0m0.132s
real	0m0.159s
real	0m0.141s
real	0m0.151s
real	0m0.206s
real	0m0.182s
real	0m0.181s
real	0m0.158s
real	0m0.160s
real	0m0.146s
real	0m0.134s
real	0m0.134s
real	0m0.140s
real	0m0.150s
real	0m0.141s
real	0m0.214s
real	0m0.144s
real	0m0.157s
real	0m0.146s
real	0m0.154s
real	0m0.138s
real	0m0.164s
real	0m0.158s
real	0m0.145s
real	0m0.217s
real	0m0.184s
real	0m0.201s
real	0m0.179s
real	0m0.146s
real	0m0.162s
real	0m0.159s
real	0m0.175s
real	0m0.202s
real	0m0.158s
real	0m0.199s
real	0m0.140s
real	0m0.143s
real	0m0.162s
real	0m0.149s
real	0m0.151s
real	0m0.153s
real	0m0.154s
real	0m0.148s
real	0m0.162s
real	0m0.167s
real	0m0.164s
real	0m0.221s
real	0m0.187s
real	0m0.221s
real	0m0.155s
real	0m0.159s
real	0m0.151s
real	0m0.150s
real	0m0.163s
real	0m0.146s
real	0m0.147s
real	0m0.165s
real	0m0.208s
real	0m0.152s
real	0m0.149s
real	0m0.160s
real	0m0.152s
real	0m0.169s
real	0m0.158s
real	0m0.163s
real	0m0.221s
real	0m0.146s
real	0m0.161s
real	0m0.170s
real	0m0.145s
real	0m0.163s
real	0m0.158s
real	0m0.144s
