real	0m0.132s
real	0m0.123s
real	0m0.114s
real	0m0.112s
real	0m0.125s
real	0m0.127s
real	0m0.112s
real	0m0.121s
real	0m0.105s
real	0m0.114s
real	0m0.145s
real	0m0.142s
real	0m0.108s
real	0m0.114s
real	0m0.143s
real	0m0.143s
real	0m0.163s
real	0m0.162s
real	0m0.183s
real	0m0.207s
real	0m0.229s
real	0m0.180s
real	0m0.149s
real	0m0.143s
real	0m0.159s
real	0m0.190s
real	0m0.145s
real	0m0.200s
real	0m0.176s
real	0m0.143s
real	0m0.143s
real	0m0.181s
real	0m0.170s
real	0m0.160s
real	0m0.164s
real	0m0.186s
real	0m0.155s
real	0m0.151s
real	0m0.139s
real	0m0.140s
real	0m0.144s
real	0m0.158s
real	0m0.199s
real	0m0.156s
real	0m0.150s
real	0m0.144s
real	0m0.146s
real	0m0.173s
real	0m0.224s
real	0m0.142s
real	0m0.161s
real	0m0.174s
real	0m0.151s
real	0m0.154s
real	0m0.147s
real	0m0.150s
real	0m0.157s
real	0m0.182s
real	0m0.211s
real	0m0.194s
real	0m0.173s
real	0m0.148s
real	0m0.144s
real	0m0.158s
real	0m0.167s
real	0m0.151s
real	0m0.141s
real	0m0.160s
real	0m0.144s
real	0m0.161s
real	0m0.169s
real	0m0.165s
real	0m0.173s
real	0m0.165s
real	0m0.161s
real	0m0.170s
real	0m0.185s
real	0m0.178s
real	0m0.157s
real	0m0.160s
real	0m0.151s
real	0m0.160s
real	0m0.143s
real	0m0.155s
real	0m0.155s
real	0m0.152s
real	0m0.150s
real	0m0.156s
real	0m0.154s
real	0m0.168s
real	0m0.158s
real	0m0.145s
real	0m0.184s
real	0m0.197s
real	0m0.161s
real	0m0.204s
real	0m0.195s
real	0m0.191s
real	0m0.149s
real	0m0.176s
