real	0m0.141s
real	0m0.118s
real	0m0.112s
real	0m0.119s
real	0m0.140s
real	0m0.129s
real	0m0.121s
real	0m0.122s
real	0m0.128s
real	0m0.187s
real	0m0.133s
real	0m0.112s
real	0m0.113s
real	0m0.115s
real	0m0.143s
real	0m0.157s
real	0m0.159s
real	0m0.172s
real	0m0.173s
real	0m0.187s
real	0m0.232s
real	0m0.167s
real	0m0.161s
real	0m0.157s
real	0m0.157s
real	0m0.146s
real	0m0.154s
real	0m0.155s
real	0m0.195s
real	0m0.162s
real	0m0.169s
real	0m0.222s
real	0m0.196s
real	0m0.154s
real	0m0.192s
real	0m0.155s
real	0m0.153s
real	0m0.138s
real	0m0.140s
real	0m0.144s
real	0m0.159s
real	0m0.161s
real	0m0.143s
real	0m0.153s
real	0m0.153s
real	0m0.138s
real	0m0.142s
real	0m0.166s
real	0m0.149s
real	0m0.130s
real	0m0.162s
real	0m0.172s
real	0m0.156s
real	0m0.211s
real	0m0.163s
real	0m0.160s
real	0m0.160s
real	0m0.162s
real	0m0.169s
real	0m0.154s
real	0m0.163s
real	0m0.134s
real	0m0.149s
real	0m0.154s
real	0m0.159s
real	0m0.161s
real	0m0.145s
real	0m0.154s
real	0m0.147s
real	0m0.157s
real	0m0.160s
real	0m0.170s
real	0m0.160s
real	0m0.191s
real	0m0.181s
real	0m0.171s
real	0m0.156s
real	0m0.165s
real	0m0.199s
real	0m0.162s
real	0m0.148s
real	0m0.160s
real	0m0.146s
real	0m0.152s
real	0m0.159s
real	0m0.152s
real	0m0.148s
real	0m0.159s
real	0m0.157s
real	0m0.176s
real	0m0.209s
real	0m0.163s
real	0m0.198s
real	0m0.194s
real	0m0.198s
real	0m0.193s
real	0m0.163s
real	0m0.156s
real	0m0.146s
real	0m0.139s
